/* DATA DESCRIPTION:
Citation:	Orme, Lisa C; Crosta, Xavier; Miettinen, Arto; Divine, Dmitry V; Husum, Katrine; Isaksson, Elisabeth; Wacker, Lukas; Mohan, Rahul; Ther, Oliver; Ikehara, Minoru (2020): Diatom percentage abundances for sediment core KH-10-7 COR1GC from the Conrad Rise, Southern Ocean [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.913620
Abstract:	Centennial and millennial scale variability of Southern Ocean temperature is poorly known, due to both short instrumental records and sparsely distributed high-resolution temperature reconstructions, with evidence for past temperature variability instead coming mainly from ice core records. Here we present a high-resolution (~ 60 year) record of diatom abundance from the western Indian sector of the Southern Ocean that spans the interval 14.2 to 1.0 ka BP (calibrated kiloyears before present). The results show the dominant species are Fragilariopsis kerguelensis and Thalassiosira lentiginosa, with accompanying species typical of the Polar Front Zone and Permanent Open Ocean Zone. Species associated with warmer temperatures were most abundant in the period 12-9.5 ka BP, while species associated with lower temperatures were abundant at 14.2-9.5 ka BP.
Keyword(s):	Deglaciation; diatoms; Holocene; Sea surface temperature; Southern Ocean
Related to:	Orme, Lisa C; Crosta, Xavier; Miettinen, Arto; Divine, Dmitry V; Husum, Katrine; Isaksson, Elisabeth; Wacker, Lukas; Mohan, Rahul; Ther, Oliver; Ikehara, Minoru (in review): Sea surface temperature in the Indian sector of the Southern Ocean over the Late Glacial and Holocene. Climate of the Past, https://doi.org/10.5194/cp-2020-23
Coverage:	LATITUDE: -54.267300 * LONGITUDE: 39.766300
	MINIMUM DEPTH, sediment/rock: 0.006 m * MAXIMUM DEPTH, sediment/rock: 2.475 m
Event(s):	KH-10-7_COR1GC * LATITUDE: -54.267300 * LONGITUDE: 39.766300 * ELEVATION: -2834.0 m * Recovery: 2.48 m * LOCATION: Conrad Rise * METHOD/DEVICE: Gravity corer (GC) * COMMENT: KH-10-7 expedition on board the R/V Hakuho-Maru in 2010.
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Age, calibrated
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie)
	Actinocyclus actinochilus [%] (A. actinochilus) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Azpeitia tabularis [%] (A. tabularis) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Chaetoceros sp. [%] (Chaetoceros sp.) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis curta [%] (F. curta) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis cylindrus [%] (F. cylindrus) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis doliolus [%] (F. doliolus) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis kerguelensis [%] (F. kerguelensis) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis obliquecostata [%] (F. obliquecostata) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis rhombica [%] (F. rhombica) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis ritscheri [%] (F. ritscheri) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis separanda [%] (F. separanda) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis sublinearis [%] (F. sublinearis) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Porosira glacialis [%] (P. glacialis) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Porosira pseudodenticulata [%] (P. pseudodenticulata) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Rhizosolenia antennata forma antennata [%] (R. antennata f antennata) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Thalassionema nitzschioides var. lanceolata [%] (T. nitzschioides var. lanceolata) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira eccentrica [%] (T. eccentrica) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira gracilis [%] (T. gracilis) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira lentiginosa [%] (T. lentiginosa) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira oestrupii [%] (T. oestrupii) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira oliverana [%] (T. oliverana) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira tumida [%] (T. tumida) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Thalassiothrix antarctica [%] (T. antarctica) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
	Trichotoxon reinboldii [%] (T. reinboldii) * PI: Orme, Lisa C (https://orcid.org/0000-0003-0210-9264, lisa.orme@mu.ie) * METHOD/DEVICE: Counting, diatoms
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	5256 data points
*/
Age [ka BP]	Depth sed [m]	A. actinochilus [%]	A. tabularis [%]	Chaetoceros sp. [%]	F. curta [%]	F. cylindrus [%]	F. doliolus [%]	F. kerguelensis [%]	F. obliquecostata [%]	F. rhombica [%]	F. ritscheri [%]	F. separanda [%]	F. sublinearis [%]	P. glacialis [%]	P. pseudodenticulata [%]	R. antennata f antennata [%]	T. nitzschioides var. lanceolata [%]	T. eccentrica [%]	T. gracilis [%]	T. lentiginosa [%]	T. oestrupii [%]	T. oliverana [%]	T. tumida [%]	T. antarctica [%]	T. reinboldii [%]
0.972	0.006	0.0	2.7	0.0	0.0	0.0	0.0	70.8	0.3	0.9	0.3	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2.7	12.7	0.0	0.3	0.0	2.9	0.6
1.000	0.017	0.0	1.2	0.0	0.0	0.0	0.0	71.0	0.0	1.2	0.9	1.5	0.0	0.0	0.0	0.0	1.2	0.0	4.7	7.6	0.3	0.3	0.0	3.5	0.0
1.032	0.029	0.0	0.8	0.3	0.0	0.0	0.0	69.8	0.0	1.4	0.3	2.3	0.0	0.0	0.0	0.0	0.3	0.0	3.4	12.1	0.0	0.6	0.0	2.8	0.3
1.061	0.040	0.0	1.8	0.0	0.0	0.0	0.0	66.8	0.0	1.5	1.5	0.3	0.0	0.0	0.0	0.0	0.0	0.0	3.0	15.7	0.0	0.9	0.0	4.8	0.0
1.093	0.052	0.0	2.2	0.0	0.0	0.0	0.0	65.7	0.0	0.8	0.3	0.8	0.0	0.0	0.0	0.0	0.3	0.0	2.2	15.2	0.0	2.2	0.0	5.9	0.3
1.129	0.063	0.0	1.8	0.0	0.0	0.0	0.0	70.6	0.0	1.2	1.5	1.2	0.0	0.0	0.0	0.0	0.3	0.0	2.8	12.5	0.3	0.6	0.0	4.9	0.0
1.171	0.075	0.0	0.9	0.3	0.0	0.0	0.0	71.6	0.0	1.5	0.6	1.2	0.0	0.0	0.0	0.0	0.3	0.0	2.4	13.7	0.0	0.9	0.0	4.8	0.0
1.210	0.086	0.0	0.8	0.0	0.6	0.0	0.0	65.0	0.0	1.7	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	3.4	9.8	0.3	2.2	0.0	3.9	0.3
1.251	0.098	0.0	2.1	0.0	0.3	0.0	0.0	68.1	0.0	1.2	0.3	1.2	0.0	0.0	0.0	0.0	0.3	0.0	7.0	9.4	0.0	1.2	0.0	4.0	0.0
1.299	0.109	0.0	1.9	0.6	0.0	0.0	0.0	69.0	0.0	0.9	0.3	2.2	0.0	0.0	0.0	0.0	0.0	0.0	1.6	12.9	0.0	0.0	0.3	6.6	0.0
1.360	0.121	0.0	0.9	0.9	0.3	0.0	0.0	74.1	0.0	0.9	0.6	1.1	0.0	0.0	0.0	0.0	0.0	0.0	3.2	8.3	0.3	0.6	0.0	5.2	0.0
1.414	0.132	0.0	1.7	0.0	0.0	0.0	0.0	65.1	0.0	0.8	0.0	0.8	0.0	0.0	0.0	0.0	0.3	0.0	3.4	13.5	0.3	0.6	0.0	4.5	0.3
1.469	0.144	0.3	1.2	0.0	0.0	0.0	0.0	65.6	0.0	1.2	0.3	0.6	0.0	0.0	0.0	0.0	0.0	0.0	1.5	13.4	0.0	0.9	0.0	5.0	0.3
1.518	0.155	0.0	1.5	0.0	0.3	0.0	0.0	70.4	0.0	0.9	0.3	1.5	0.0	0.0	0.0	0.0	0.6	0.0	3.6	11.1	0.0	0.9	0.0	5.4	0.3
1.571	0.167	0.0	2.4	0.0	0.0	0.0	0.0	71.6	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.3	0.0	1.8	11.2	0.3	0.3	0.3	5.9	0.3
1.621	0.178	0.0	2.3	0.0	0.0	0.0	0.0	65.5	0.0	0.8	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	2.9	15.5	0.0	0.8	0.3	5.9	0.3
1.671	0.190	0.0	2.7	0.0	0.0	0.0	0.0	73.3	0.0	0.6	0.3	0.3	0.0	0.0	0.0	0.0	0.0	0.0	1.2	12.6	0.0	1.2	0.0	5.1	0.3
1.717	0.201	0.0	2.2	0.0	0.0	0.0	0.0	71.9	0.0	0.3	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	3.1	13.3	0.0	0.6	0.0	6.2	0.3
1.769	0.213	0.0	3.4	0.0	0.0	0.0	0.0	68.0	0.0	0.6	0.3	1.6	0.0	0.0	0.0	0.0	0.3	0.0	2.5	12.5	0.0	1.6	0.0	6.0	0.0
1.822	0.224	0.0	2.8	0.0	0.0	0.0	0.0	64.6	0.0	0.6	0.3	0.9	0.0	0.0	0.0	0.0	0.3	0.0	3.4	16.5	0.6	0.6	0.0	3.1	0.3
1.879	0.236	0.0	1.9	0.0	0.0	0.0	0.0	72.8	0.0	0.9	0.6	0.3	0.0	0.0	0.0	0.0	0.3	0.0	2.5	13.3	0.3	0.6	0.3	3.8	0.0
1.926	0.247	0.0	1.2	0.0	0.0	0.0	0.0	67.9	0.0	2.5	0.6	0.9	0.0	0.0	0.0	0.0	0.3	0.0	5.3	11.5	0.3	1.2	0.6	3.7	0.0
1.975	0.259	0.0	0.6	0.0	0.0	0.0	0.0	70.6	0.0	1.5	0.6	2.4	0.0	0.0	0.0	0.0	0.3	0.0	6.4	8.0	0.0	1.2	0.3	4.3	0.6
2.021	0.270	0.0	1.2	0.0	0.0	0.0	0.0	65.0	0.0	0.6	0.9	4.3	0.0	0.0	0.0	0.0	0.6	0.0	4.6	12.7	0.0	0.9	0.0	4.6	0.3
2.075	0.282	0.0	3.3	0.0	0.3	0.0	0.0	67.4	0.0	2.4	0.3	1.8	0.0	0.0	0.0	0.0	0.3	0.0	5.1	9.8	0.0	1.2	0.3	3.6	0.0
2.125	0.293	0.0	1.6	0.6	0.0	0.3	0.0	65.4	0.0	1.2	0.0	5.0	0.0	0.0	0.0	0.0	0.3	0.0	3.1	14.6	0.3	0.3	0.3	3.7	0.3
2.174	0.305	0.0	3.4	0.0	0.0	0.0	0.0	65.4	0.3	2.4	0.3	4.3	0.0	0.0	0.0	0.0	0.0	0.0	6.1	11.0	0.3	0.6	0.0	2.4	0.6
2.217	0.316	0.0	1.5	0.3	0.0	0.0	0.0	65.2	0.0	4.9	0.3	3.7	0.0	0.0	0.0	0.0	0.0	0.0	5.2	9.5	0.0	0.3	0.0	3.4	0.3
2.263	0.328	0.0	1.2	0.0	0.3	0.0	0.0	61.8	0.0	2.4	0.6	2.6	0.0	0.0	0.0	0.0	0.0	0.0	4.4	13.2	0.0	0.6	0.0	3.5	0.6
2.303	0.339	0.0	0.6	0.0	0.0	0.0	0.0	75.1	0.0	1.6	0.3	1.9	0.0	0.0	0.0	0.0	0.3	0.0	3.4	10.0	0.3	0.3	0.0	4.4	0.3
2.344	0.351	0.0	1.3	0.3	0.0	0.0	0.0	70.9	0.0	1.6	0.3	4.5	0.0	0.0	0.0	0.3	0.3	0.0	3.2	8.7	0.3	0.0	0.3	3.2	0.6
2.390	0.362	0.0	2.2	0.0	0.3	0.0	0.0	68.6	0.0	0.6	0.6	1.2	0.0	0.0	0.0	0.0	0.3	0.0	3.7	12.1	0.6	0.9	0.6	5.0	0.3
2.418	0.369	0.0	2.8	0.0	0.0	0.0	0.0	71.6	0.0	0.3	0.0	0.3	0.0	0.0	0.0	0.0	0.3	0.0	2.2	12.9	0.0	0.9	0.0	4.4	0.3
2.447	0.376	0.0	2.7	0.0	0.0	0.0	0.0	70.4	0.0	1.2	0.3	0.6	0.0	0.0	0.0	0.0	0.3	0.0	1.8	14.3	0.0	0.9	0.0	3.4	0.3
2.491	0.387	0.0	0.9	0.0	0.0	0.0	0.0	69.9	0.0	0.3	0.6	0.3	0.0	0.0	0.0	0.0	0.3	0.0	5.4	15.5	0.0	0.6	0.0	3.5	0.0
