/* DATA DESCRIPTION:
Citation:	Zielinski, Ulrich; Gersonde, Rainer; Sieger, Rainer; Fütterer, Dieter K (1998): Distribution of diatoms of sediment core PS1768-8 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.54631, 
	In supplement to: Zielinski, U et al. (1998): Quaternary surface water temperature estimations: calibration of a diatom transfer funtion for the Southern Ocean. Paleoceanography, 13(4), 365-383, https://doi.org/10.1029/98PA01320
Project(s):	Paleoenvironmental Reconstructions from Marine Sediments @ AWI (AWI_Paleo) (URI: https://www.awi.de/en/science/geosciences/marine-geology.html)
Coverage:	LATITUDE: -52.593000 * LONGITUDE: 4.476000
	DATE/TIME START: 1989-11-11T21:40:00 * DATE/TIME END: 1989-11-11T21:40:00
	MINIMUM DEPTH, sediment/rock: 0.02 m * MAXIMUM DEPTH, sediment/rock: 8.94 m
Event(s):	PS1768-8 (PS16/311) (URI: https://store.pangaea.de/Images/Cores/PS-stationcard/PS1768-stationcard.pdf) * LATITUDE: -52.593000 * LONGITUDE: 4.476000 * DATE/TIME: 1989-11-11T21:40:00 * ELEVATION: -3299.0 m * Recovery: 8.96 m * LOCATION: Shona Ridge * CAMPAIGN: ANT-VIII/3 (PS16) (URI: https://doi.org/10.2312/BzP_0074_1990) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Gravity corer (Kiel type) (SL) * COMMENT: 10 core sections: 0-0.44, 0.44-1.06, 1.06-2.06, 2.06-3.06, 3.06-4.06, 4.06-5.04, 5.04-6.04, 6.04-7.04, 7.04-8.04, 8.04-8.96 m
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Actinocyclus actinochilus [%] (A. actinochilus) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Alveus marinus [%] (A. marinus) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Azpeitia tabularis var egregius [%] (A. tabularis var. egregius) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Chaetoceros spp. [%] (Chaetoceros spp.) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Eucampia antarctica [%] (E. antarctica) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis curta [%] (F. curta) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms * COMMENT: including F. cylindrus
	Fragilariopsis doliolus [%] (F. doliolus) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis kerguelensis [%] (F. kerguelensis) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis obliquecostata [%] (F. obliquecostata) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis rhombica [%] (F. rhombica) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis ritscheri [%] (F. ritscheri) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis separanda [%] (F. separanda) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis sublinearis [%] (F. sublinearis) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Hemidiscus cuneiformis [%] (H. cuneiformis) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Nitzschia bicapitata [%] (N. bicapitata) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Porosira pseudodenticulata [%] (P. pseudodenticulata) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Pseudo-nitzschia turgiduloides [%] (P-n turgiduloides) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Rhizosolenia antennata forma semispina [%] (R. antennata f semispina) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Rhizosolenia bergonii [%] (R. bergonii) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Rhizosolenia hebetata forma semispina [%] (R. hebetata f semispina) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Roperia tessellata [%] (R. tessellata) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Stellarima microtrias [%] (S. microtrias) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Thalassionema nitzschioides [%] (T. nitzschioides) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Thalassionema nitzschioides group [%] (T. nitzschioides gr) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Thalassionema nitzschioides var. parva [%] (T. nitzschioides var. parva) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira antarctica [%] (T. antarctica) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira gracilis var. expecta [%] (T. gracilis var. expecta) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira lentiginosa [%] (T. lentiginosa) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira oestrupii [%] (T. oestrupii) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira oliverana [%] (T. oliverana) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Thalassiothrix antarctica/longissima group [%] (T. antarc/long gr) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Diatoms indeterminata [%] (Diatoms indet) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
	Diatoms [#] (Diatoms) * PI: Gersonde, Rainer (https://orcid.org/0000-0002-7340-6269, rainer.gersonde@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/rainer-gersonde.html) * METHOD/DEVICE: Counting, diatoms
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	3201 data points
*/
Depth sed [m]	A. actinochilus [%]	A. marinus [%]	A. tabularis var. egregius [%]	Chaetoceros spp. [%]	E. antarctica [%]	F. curta [%]	F. doliolus [%]	F. kerguelensis [%]	F. obliquecostata [%]	F. rhombica [%]	F. ritscheri [%]	F. separanda [%]	F. sublinearis [%]	H. cuneiformis [%]	N. bicapitata [%]	P. pseudodenticulata [%]	P-n turgiduloides [%]	R. antennata f semispina [%]	R. bergonii [%]	R. hebetata f semispina [%]	R. tessellata [%]	S. microtrias [%]	T. nitzschioides [%]	T. nitzschioides gr [%]	T. nitzschioides var. parva [%]	T. antarctica [%]	T. gracilis var. expecta [%]	T. lentiginosa [%]	T. oestrupii [%]	T. oliverana [%]	T. antarc/long gr [%]	Diatoms indet [%]	Diatoms [#]
0.02	0.000	0.000	1.975	1.975	1.077	0.180	0.000	55.835	0.000	1.795	0.718	2.693	0.000	0.000	0.000	0.000	0.000	0.539	0.000	0.000	0.000	0.000	0.359	0.359	0.000	0.000	1.257	23.878	0.000	1.975	2.334	3.052	557
0.10	0.000	0.000	1.976	3.755	1.976	2.569	0.000	46.838	0.000	2.767	0.198	3.755	0.000	0.000	0.000	0.000	0.988	0.000	0.000	0.198	0.000	0.000	0.000	0.000	0.000	0.000	3.360	24.308	0.000	1.186	2.964	3.162	506
0.20	0.000	0.000	2.490	0.830	2.490	0.830	0.000	53.112	0.000	1.037	0.415	4.979	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.207	0.000	0.207	0.000	0.000	3.112	22.822	0.000	1.867	3.320	2.282	482
0.30	0.000	0.000	1.295	2.073	1.554	2.332	0.000	49.482	0.000	1.554	0.000	4.663	0.000	0.000	0.000	0.000	0.259	1.036	0.000	0.259	0.518	0.000	0.000	0.259	0.000	0.000	1.554	25.648	0.000	2.073	2.073	3.368	386
0.40	0.000	0.000	2.865	0.716	1.289	0.573	0.000	59.026	0.000	0.716	0.716	6.304	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.143	0.000	0.000	0.000	0.716	0.000	0.000	2.579	17.049	0.143	0.860	1.719	4.585	698
0.46	0.000	0.000	2.381	1.190	0.714	0.714	0.000	56.667	0.000	2.381	0.238	4.762	0.000	0.000	0.000	0.000	0.476	0.000	0.000	0.000	0.238	0.000	0.000	0.000	0.000	0.000	2.143	21.905	0.000	1.667	1.429	3.095	420
0.50	0.000	0.000	2.801	0.840	1.401	0.280	0.000	61.064	0.000	0.560	0.560	6.723	0.000	0.000	0.000	0.000	0.000	0.840	0.000	0.280	0.280	0.000	0.000	0.000	0.000	0.000	1.401	16.247	0.560	1.401	3.922	0.840	357
0.60	0.000	0.000	6.688	2.090	0.627	0.000	0.000	51.829	0.000	0.000	0.000	2.090	0.000	0.000	0.000	0.000	0.209	0.836	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.418	26.959	0.000	2.090	3.448	2.717	478
0.65	0.000	0.000	2.453	1.698	0.377	0.189	0.000	61.132	0.000	2.075	0.566	9.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.264	9.811	0.000	0.566	6.604	3.208	530
0.70	0.193	0.000	4.642	1.741	0.774	0.000	0.000	54.739	0.000	1.547	0.193	2.515	0.000	0.000	0.000	0.000	0.000	0.193	0.000	0.193	0.000	0.000	0.000	0.193	0.000	0.000	0.193	24.565	0.193	1.354	4.449	2.321	517
0.80	0.000	0.000	2.959	1.183	0.592	0.000	0.000	66.272	0.000	0.000	0.296	0.888	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.888	0.000	0.000	1.479	19.527	1.183	1.479	1.775	1.479	338
0.90	0.000	0.000	1.111	2.778	0.278	0.000	0.000	67.500	0.000	1.111	0.000	6.389	0.000	0.000	0.000	0.000	0.278	0.556	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.833	13.889	0.000	0.833	2.778	1.667	360
1.00	0.000	0.000	0.887	4.259	1.242	0.710	0.000	70.453	0.000	0.532	0.532	1.420	0.000	0.000	0.000	0.000	0.177	0.000	0.000	0.177	0.532	0.000	0.000	0.000	0.000	0.000	1.597	11.890	0.177	1.065	2.573	1.775	564
1.04	0.000	0.000	2.133	4.502	2.370	1.185	0.000	63.744	0.000	0.711	0.237	1.185	0.000	0.000	0.000	0.000	0.237	0.237	0.000	0.000	0.237	0.000	0.000	0.000	0.000	0.000	0.948	17.773	0.948	0.000	1.422	2.133	422
1.10	0.000	0.000	1.004	4.731	0.430	1.290	0.000	73.262	0.143	0.860	0.860	1.004	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.000	0.000	0.000	0.000	0.000	1.720	8.315	0.860	0.717	1.792	2.437	698
1.20	0.000	0.000	1.389	7.778	0.972	2.361	0.000	67.500	0.139	0.972	0.417	1.667	0.000	0.000	0.000	0.000	0.278	0.278	0.000	0.139	0.139	0.000	0.000	0.000	0.000	0.000	1.806	9.167	0.278	0.556	0.972	3.194	720
1.30	0.000	0.000	0.980	8.235	1.176	1.176	0.000	65.490	0.000	1.569	0.392	1.765	0.000	0.000	0.000	0.000	0.196	0.000	0.000	0.392	0.000	0.000	0.000	0.000	0.000	0.000	1.176	12.353	0.196	0.196	1.765	2.941	510
1.40	0.000	0.000	0.808	13.131	1.010	1.818	0.000	59.394	0.000	2.626	1.212	1.212	0.000	0.000	0.000	0.000	1.212	0.606	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.616	6.061	0.808	0.202	1.616	6.667	495
1.50	0.000	0.000	0.233	12.354	0.932	1.865	0.000	55.944	0.000	4.662	1.166	1.166	0.000	0.000	0.000	0.000	1.399	0.233	0.000	0.233	0.000	0.000	0.000	0.000	0.000	0.000	1.166	9.091	0.000	0.932	3.963	4.662	429
1.60	0.519	0.000	0.173	21.472	1.732	4.848	0.000	40.000	0.000	3.117	1.039	0.519	0.000	0.000	0.000	0.000	0.000	1.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.771	13.160	0.000	1.905	3.030	4.156	578
1.70	1.399	0.000	0.466	30.925	4.351	7.770	0.000	30.148	0.311	2.642	0.311	0.466	0.311	0.000	0.000	0.155	0.466	1.554	0.000	0.466	0.000	0.000	0.000	0.000	0.000	0.000	2.020	9.013	0.000	0.932	2.098	4.196	644
1.80	0.988	0.000	1.235	28.642	7.901	4.198	0.000	29.630	0.988	2.963	1.235	0.494	0.247	0.000	0.000	0.247	0.000	1.235	0.000	0.741	0.000	0.247	0.000	0.000	0.000	0.000	0.741	11.111	0.000	1.235	1.235	4.691	405
1.90	0.442	0.000	0.000	29.801	11.921	6.843	0.000	25.828	0.442	1.545	1.104	0.662	0.442	0.000	0.000	0.000	0.221	3.532	0.000	0.442	0.000	0.000	0.000	0.000	0.000	0.000	1.545	8.389	0.221	0.883	1.104	4.636	453
2.00	0.447	0.000	0.224	18.345	21.253	6.711	0.000	26.398	1.119	2.013	0.671	0.000	0.895	0.000	0.000	0.224	0.224	2.461	0.000	0.671	0.000	0.671	0.000	0.000	0.000	0.000	1.119	11.857	0.000	0.895	1.342	2.461	447
2.04	1.791	0.000	0.896	20.896	13.134	10.149	0.000	28.060	0.597	2.985	0.299	0.597	1.791	0.000	0.597	0.299	0.299	2.687	0.000	0.896	0.000	0.000	0.000	0.000	0.000	0.000	0.597	7.761	0.000	0.299	1.791	3.582	335
2.10	0.233	0.000	0.233	15.385	9.790	7.692	0.000	47.086	0.233	1.399	0.000	0.466	0.932	0.000	0.000	0.000	0.233	3.730	0.000	1.632	0.000	0.000	0.000	0.000	0.000	0.000	0.932	6.294	0.000	0.000	1.166	2.564	429
2.20	1.031	0.000	0.258	24.485	12.629	7.990	0.000	28.093	0.515	3.093	0.258	0.000	1.031	0.000	0.000	0.000	0.000	1.804	0.000	1.546	0.000	0.258	0.000	0.000	0.000	0.000	0.000	11.082	0.000	0.773	2.062	3.093	388
2.30	2.778	0.000	0.505	23.232	13.889	6.818	0.000	28.788	0.758	3.535	0.505	0.253	0.253	0.000	0.000	0.000	0.000	5.303	0.000	1.010	0.000	0.000	0.000	0.000	0.000	0.000	0.253	7.576	0.000	0.505	1.768	2.273	396
2.40	0.703	0.000	0.234	19.906	22.482	6.323	0.000	20.843	0.703	2.576	0.468	0.000	0.234	0.000	0.000	0.234	0.234	1.874	0.000	0.703	0.000	0.000	0.000	0.000	0.000	0.000	0.468	16.393	0.000	1.405	1.405	2.810	427
2.50	1.478	0.000	0.739	22.414	9.113	4.926	0.000	32.020	1.232	3.202	0.493	0.739	0.493	0.000	0.000	0.000	0.246	1.724	0.000	0.985	0.000	0.000	0.000	0.000	0.000	0.000	1.232	12.315	0.000	0.246	2.217	4.187	406
2.60	1.251	0.000	0.417	27.529	10.428	6.465	0.000	26.069	0.417	3.754	0.834	0.834	1.043	0.000	0.000	0.209	0.000	1.460	0.000	0.209	0.000	0.209	0.000	0.000	0.000	0.000	1.251	11.053	0.000	0.626	2.398	3.545	480
2.70	3.202	0.000	0.753	13.371	12.429	5.273	0.000	32.203	0.942	3.202	0.188	0.377	0.377	0.000	0.000	0.565	0.188	2.260	0.000	1.130	0.000	0.000	0.000	0.000	0.000	0.000	0.753	16.196	0.188	1.130	2.260	3.013	531
2.80	1.353	0.000	0.773	17.585	7.536	5.024	0.000	34.203	0.386	2.705	0.386	0.773	1.353	0.000	0.000	0.386	0.193	1.739	0.000	0.386	0.000	0.193	0.000	0.000	0.000	0.000	1.546	16.039	0.000	0.773	2.995	3.671	518
2.90	1.307	0.000	0.654	7.843	10.893	5.664	0.000	29.847	1.743	2.832	0.000	0.436	0.000	0.000	0.000	0.218	0.218	1.525	0.000	0.436	0.000	0.000	0.000	0.000	0.000	0.000	1.307	25.926	0.000	0.654	2.614	5.882	459
3.00	0.893	0.000	0.893	23.661	4.464	8.482	0.000	32.812	0.223	2.232	0.446	0.223	0.446	0.000	0.000	0.000	0.223	1.116	0.000	0.446	0.000	0.223	0.000	0.000	0.000	0.000	2.232	14.955	0.223	0.893	2.009	2.902	448
3.04	0.711	0.000	0.474	20.142	6.635	8.294	0.000	27.725	0.000	4.976	0.000	0.948	0.948	0.000	0.000	0.000	0.474	1.185	0.000	0.000	0.000	0.237	0.237	0.000	0.000	0.000	1.185	18.957	0.474	0.948	1.659	3.791	422
3.10	1.062	0.000	0.637	12.951	7.431	6.794	0.000	31.423	0.637	3.609	0.212	0.425	0.425	0.000	0.000	0.000	0.212	1.486	0.000	1.062	0.425	0.000	0.637	0.000	0.000	0.000	1.274	22.718	0.000	1.699	1.911	2.972	471
3.20	0.909	0.000	1.364	8.182	7.727	0.682	0.000	42.955	0.682	0.682	0.227	0.455	0.682	0.000	0.000	0.227	0.000	2.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.136	25.000	0.000	0.909	1.591	4.545	440
3.30	1.674	0.000	0.628	12.134	12.343	5.021	0.000	33.473	0.418	1.674	0.628	0.628	0.209	0.000	0.000	0.000	0.000	1.674	0.000	0.418	0.000	0.209	0.000	0.000	0.000	0.000	1.255	21.339	0.000	0.837	1.046	4.393	478
3.40	1.643	0.000	0.235	7.746	9.624	4.225	0.000	39.437	0.469	1.643	0.469	0.704	0.469	0.000	0.000	0.235	0.235	0.469	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.408	24.648	0.000	1.174	1.174	3.991	426
3.50	0.421	0.000	0.632	16.000	6.526	8.421	0.000	32.632	0.421	1.263	0.421	0.632	0.421	0.000	0.000	0.000	0.842	1.053	0.000	0.632	0.000	0.000	0.000	0.000	0.000	0.000	0.632	20.421	0.000	0.842	1.684	6.105	475
3.60	1.101	0.000	1.762	12.775	7.269	5.066	0.000	34.802	0.220	3.744	0.220	0.220	0.220	0.000	0.000	0.000	0.661	1.322	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.881	23.568	0.220	1.542	1.322	3.084	454
